Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",1,299,3,1457,0.018617683686176837,0.9879581715236352,0.9879581715236352,13,35,0.0022502250225022503,9606,Homo sapiens,"PCBP2","Q15366",VIM;PCBP2;APOE,Q2TBE0;P52756;P84103,"R-HSA-9770132;R-HSA-9770129;R-HSA-9770131;R-HSA-72103;R-HSA-9770141;R-HSA-9770236;R-HSA-9770847;R-HSA-9772351;R-HSA-9770142;R-HSA-9770119;R-HSA-9770145;R-HSA-75096;R-HSA-9794542"
R-HSA-500792,"GPCR ligand binding",1,610,5,1059,0.03798256537982565,0.9888980430500811,0.9888980430500811,11,219,0.01407997942651408,9606,Homo sapiens,"CCL5","P13501",CD74;CCL5;CD74;HMOX1;HLA-DQA1,P78556;Q99616;P48061;O15467;O15444;Q9P296;P13501;O43612;P25025,"R-HSA-373813;R-HSA-373061;R-HSA-374214;R-HSA-443986;R-HSA-373073;R-HSA-964811;R-HSA-373074;R-HSA-389487;R-HSA-8862733;R-HSA-373087;R-HSA-389481"
R-HSA-9645723,"Diseases of programmed cell death",0,97,1,1542,0.006039850560398506,0.9892158839887392,0.9892158839887392,2,37,0.002378809309502379,9606,Homo sapiens,"","",GAPDH,P05067,"R-HSA-8870710;R-HSA-8863009"
R-HSA-73887,"Death Receptor Signaling",0,172,3,1585,0.010709838107098382,0.9912287694122675,0.9912287694122675,7,119,0.00765076507650765,9606,Homo sapiens,"","",ACTG1;RPL41;FTH1,P63244;Q12933;O95429,"R-HSA-5357776;R-HSA-5626982;R-HSA-5626962;R-HSA-5634221;R-HSA-83656;R-HSA-3371353;R-HSA-83660"
R-HSA-9730414,"MITF-M-regulated melanocyte development",1,233,2,1541,0.014508094645080946,0.9918928654126592,0.9918928654126592,8,150,0.009643821525009644,9606,Homo sapiens,"ACTG1","P60709",FN1;GAPDH,P49023;P49841;P35222,"R-HSA-9824981;R-HSA-9824999;R-HSA-9825847;R-HSA-9824598;R-HSA-9824593;R-HSA-9824995;R-HSA-9824579;R-HSA-9926526"
R-HSA-157118,"Signaling by NOTCH",0,260,2,1516,0.0161892901618929,0.9921489939094902,0.9921489939094902,3,165,0.010608203677510608,9606,Homo sapiens,"","",VIM;CTSD,Q8N6T7;P31749;O00308,"R-HSA-9604834;R-HSA-9021520;R-HSA-9604328"
R-HSA-5663205,"Infectious disease",9,1706,11,4991,0.1062266500622665,0.9922897479813433,0.9922897479813433,82,1075,0.06911405426256911,9606,Homo sapiens,"RPL41;ARPC1B;PCBP2;HLA-B;FN1;HMOX1;HLA-A;ACTG1","P63261;P60709;P04439;P01889;O15143;P62945;P09601;Q15366;P02751",CD74;VIM;VIM;CTSD;FN1;PLD3;HLA-A;GAPDH;HLA-B;HMOX1;FN1,P04578;P61769;Q14457;Q14974;P36507;P52292;P06241;Q99873;P49841;P19838;P40337;P59594;Q9BYF1;P0DTC3;P00558;P10599;P0DTC2;P35228;Q9UHD2;P0DTC8,"R-HSA-9831702;R-HSA-2029466;R-HSA-182279;R-HSA-9666458;R-HSA-9638552;R-HSA-182286;R-HSA-983426;R-HSA-9694364;R-HSA-9637635;R-HSA-9694467;R-HSA-9694337;R-HSA-5211356;R-HSA-9683719;R-HSA-9932034;R-HSA-9694341;R-HSA-9729283;R-HSA-171291;R-HSA-2197690;R-HSA-174494;R-HSA-174493;R-HSA-9636658;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9705010;R-HSA-9694520;R-HSA-9694392;R-HSA-9699007;R-HSA-9694780;R-HSA-9683772;R-HSA-9683488;R-HSA-9696807;R-HSA-9636261;R-HSA-9683755;R-HSA-9837231;R-HSA-9683624;R-HSA-2029473;R-HSA-9698988;R-HSA-9687724;R-HSA-192704;R-HSA-9621073;R-HSA-9766608;R-HSA-9705299;R-HSA-1861595;R-HSA-9755359;R-HSA-1250264;R-HSA-192841;R-HSA-9755354;R-HSA-200908;R-HSA-9755328;R-HSA-9694662;R-HSA-9694661;R-HSA-9683653;R-HSA-9685189;R-HSA-9686731;R-HSA-9685195;R-HSA-9694794;R-HSA-9770063;R-HSA-9694793;R-HSA-9694287;R-HSA-9683663;R-HSA-9727305;R-HSA-9770187;R-HSA-1250253;R-HSA-9754827;R-HSA-9694579;R-HSA-182243;R-HSA-9733495;R-HSA-442592;R-HSA-180709;R-HSA-9683455;R-HSA-9694718;R-HSA-9705082;R-HSA-9705959;R-HSA-1250272;R-HSA-168310;R-HSA-9706977;R-HSA-182263;R-HSA-9694438;R-HSA-1250280;R-HSA-9694447;R-HSA-168317"
R-HSA-9824439,"Bacterial Infection Pathways",1,404,3,1378,0.02515566625155666,0.9925073747902595,0.9925073747902595,6,229,0.014722900861514723,9606,Homo sapiens,"FN1","P02751",GAPDH;HLA-A;HLA-B,P00558;P35228;P61769;P36507,"R-HSA-9637635;R-HSA-9636658;R-HSA-5211356;R-HSA-9932034;R-HSA-9636261;R-HSA-9638552"
R-HSA-73894,"DNA Repair",1,380,4,1532,0.023661270236612703,0.9931764732374684,0.9931764732374684,13,342,0.021987913077021987,9606,Homo sapiens,"ACTG1","P60709",ACTG1;VIM;FN1;HLA-DRB5,Q8N6T7;Q12888;O14757;O15287;P52292;P40692,"R-HSA-5684887;R-HSA-6785126;R-HSA-5684882;R-HSA-5693566;R-HSA-5691006;R-HSA-5693599;R-HSA-5685242;R-HSA-5684006;R-HSA-5684071;R-HSA-5685953;R-HSA-5685230;R-HSA-5444523;R-HSA-5684008"
R-HSA-9678108,"SARS-CoV-1 Infection",1,194,5,1689,0.012079701120797011,0.9938590190429095,0.9938590190429095,16,159,0.010222450816510223,9606,Homo sapiens,"PCBP2","Q15366",CD74;VIM;VIM;FN1;GAPDH,P40337;Q14974;P59594;Q9BYF1;P52292;P49841,"R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9683455;R-HSA-9683772;R-HSA-9705959;R-HSA-9683719;R-HSA-9706977;R-HSA-9683653;R-HSA-9685189;R-HSA-9686731;R-HSA-9683755;R-HSA-9685195;R-HSA-9683624;R-HSA-9683663;R-HSA-9687724"
R-HSA-201681,"TCF dependent signaling in response to WNT",0,202,4,1696,0.01257783312577833,0.9941746080876701,0.9941746080876701,10,71,0.0045647421885045645,9606,Homo sapiens,"","",VIM;VIM;HLA-A;GAPDH,P34925;P49841;P35222;P63104,"R-HSA-3299569;R-HSA-5368580;R-HSA-201685;R-HSA-201669;R-HSA-3772430;R-HSA-5323526;R-HSA-5323545;R-HSA-3769393;R-HSA-3769383;R-HSA-5626938"
R-HSA-381119,"Unfolded Protein Response (UPR)",0,156,5,1720,0.009713574097135741,0.9945386962370808,0.9945386962370808,9,99,0.006364922206506365,9606,Homo sapiens,"","",APOE;CCL5;VIM;CD74;HMOX1,Q9Y6X1;P13500;P18848;Q9Y5M8;P11021,"R-HSA-1791167;R-HSA-517731;R-HSA-1791150;R-HSA-1791180;R-HSA-1791107;R-HSA-1791056;R-HSA-1791095;R-HSA-381128;R-HSA-1791060"
R-HSA-5357801,"Programmed Cell Death",1,225,6,1793,0.014009962640099627,0.9956193341191477,0.9956193341191477,7,193,0.012408383695512408,9606,Homo sapiens,"VIM","P08670",FTH1;VIM;IL32;APOE;IL32;GAPDH,O00560;P08670;P10636;P35222;Q05655,"R-HSA-9688832;R-HSA-350319;R-HSA-202969;R-HSA-350318;R-HSA-212552;R-HSA-201629;R-HSA-201628"
R-HSA-112315,"Transmission across Chemical Synapses",0,344,5,1730,0.021419676214196763,0.9967962027856688,0.9967962027856688,11,167,0.010736787964510736,9606,Homo sapiens,"","",ACTG1;VIM;FN1;GAPDH;HMOX1,P52292;P07196;P10636-8;Q16623,"R-HSA-9619542;R-HSA-9619127;R-HSA-9619515;R-HSA-210426;R-HSA-112282;R-HSA-380574;R-HSA-372505;R-HSA-380905;R-HSA-9610879;R-HSA-917744;R-HSA-374922"
R-HSA-1266738,"Developmental Biology",9,1920,14,5316,0.11955168119551682,0.9971304776174977,0.9971304776174977,74,959,0.061656165616561655,9606,Homo sapiens,"CD74;RPL41;ARPC1B;FN1;VIM;ACTG1","ENST00000544301;P63261;P08670;P60709;O15143;P62945;ENST00000009530;P04233;P02751",UCP2;FTH1;ARPC1B;FTH1;HLA-A;GAPDH;CD74;ACTG1;SH3BGRL3;VIM;IL32;PCBP2;FN1;FN1,Q9Y337;P49023;P15090;P00533;P06241;P09017;P49715;P49841;P07476;P20930;P23528;P22735;P61073;P11940;O00560;O00401;P35222;O60437,"R-HSA-9756948;R-HSA-8849797;R-HSA-9618582;R-HSA-8850818;R-HSA-443779;R-HSA-9834897;R-HSA-8850831;R-HSA-1183003;R-HSA-445069;R-HSA-9925892;R-HSA-9835266;R-HSA-8942224;R-HSA-3928608;R-HSA-9756724;R-HSA-9624112;R-HSA-9825847;R-HSA-3928600;R-HSA-8849826;R-HSA-9617207;R-HSA-445089;R-HSA-3928595;R-HSA-1183032;R-HSA-9624120;R-HSA-392751;R-HSA-8934819;R-HSA-9617087;R-HSA-4093329;R-HSA-418874;R-HSA-6810843;R-HSA-391867;R-HSA-1183058;R-HSA-9824981;R-HSA-6814374;R-HSA-8855237;R-HSA-9824598;R-HSA-9824593;R-HSA-8849857;R-HSA-399950;R-HSA-399951;R-HSA-9622363;R-HSA-9853402;R-HSA-9622367;R-HSA-9624668;R-HSA-9824579;R-HSA-9910607;R-HSA-9823950;R-HSA-9754191;R-HSA-9014610;R-HSA-9925879;R-HSA-8849638;R-HSA-9616243;R-HSA-9835252;R-HSA-560491;R-HSA-9616241;R-HSA-9754480;R-HSA-381283;R-HSA-9926526;R-HSA-8849646;R-HSA-5617855;R-HSA-8850794;R-HSA-9634430;R-HSA-373736;R-HSA-373739;R-HSA-373738;R-HSA-9824999;R-HSA-6810899;R-HSA-9830368;R-HSA-9014652;R-HSA-3928654;R-HSA-560510;R-HSA-9824995;R-HSA-9830371;R-HSA-381309;R-HSA-9835496"
R-HSA-372790,"Signaling by GPCR",2,878,9,2089,0.054669987546699876,0.9972388599380742,0.9972388599380742,21,394,0.02533110453902533,9606,Homo sapiens,"CCL5;FN1","P13501;P02751",CD74;CCL5;CD74;SH3BGRL3;FN1;GAPDH;APOE;HMOX1;HLA-DQA1,P78556;P48061;P00533;O15467;P52292;P08254;O15444;P25025;Q99616;P17612;Q9P296;P13501;O43612,"R-HSA-373061;R-HSA-9624017;R-HSA-374214;R-HSA-9619127;R-HSA-749454;R-HSA-964811;R-HSA-389487;R-HSA-8862733;R-HSA-180073;R-HSA-2179402;R-HSA-389481;R-HSA-380073;R-HSA-373813;R-HSA-443986;R-HSA-373073;R-HSA-2179413;R-HSA-373074;R-HSA-2179387;R-HSA-373087;R-HSA-112282;R-HSA-749456"
R-HSA-212165,"Epigenetic regulation of gene expression",1,343,5,1890,0.021357409713574096,0.9974874362500658,0.9974874362500658,7,119,0.00765076507650765,9606,Homo sapiens,"ACTG1","P60709",ACTG1;VIM;IL32;GAPDH;HMOX1,Q9NYP7;P60709;P49715;P15090;P49841,"R-HSA-9856486;R-HSA-5250947;R-HSA-9854142;R-HSA-9842815;R-HSA-9843900;R-HSA-9845308;R-HSA-9727450"
R-HSA-112316,"Neuronal System",0,490,6,1876,0.030510585305105854,0.9985741514427543,0.9985741514427543,12,221,0.014208563713514208,9606,Homo sapiens,"","",ACTG1;VIM;FN1;HLA-A;GAPDH;HMOX1,Q16288;P52292;P07196;P10636-8;Q16623,"R-HSA-9619542;R-HSA-9619127;R-HSA-6798257;R-HSA-9619515;R-HSA-210426;R-HSA-112282;R-HSA-380574;R-HSA-380905;R-HSA-372505;R-HSA-9610879;R-HSA-917744;R-HSA-374922"
R-HSA-69278,"Cell Cycle, Mitotic",0,587,3,1977,0.03655043586550436,0.9986928191402195,0.9986928191402195,4,367,0.023595216664523595,9606,Homo sapiens,"","",CD74;GAPDH;CRIP1,P04183;P12004;P49841;Q14974,"R-HSA-8961665;R-HSA-9624798;R-HSA-75820;R-HSA-8962039"
R-HSA-195721,"Signaling by WNT",0,318,4,2133,0.019800747198007472,0.99875780209632,0.99875780209632,13,157,0.010093866529510094,9606,Homo sapiens,"","",VIM;VIM;HLA-A;GAPDH,P34925;P49841;P35222;P63104,"R-HSA-3299569;R-HSA-4551555;R-HSA-201669;R-HSA-5323545;R-HSA-3769393;R-HSA-195304;R-HSA-5626938;R-HSA-195251;R-HSA-5368580;R-HSA-201685;R-HSA-3772430;R-HSA-5323526;R-HSA-3769383"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",0,184,5,2422,0.01145703611457036,0.999225759762483,0.999225759762483,5,132,0.008486562942008486,9606,Homo sapiens,"","",ACTG1;VIM;FN1;FTH1;GAPDH,Q9Y6K9;Q12888;P12004;Q9UER7;P40337,"R-HSA-4615910;R-HSA-2997723;R-HSA-4085992;R-HSA-4755411;R-HSA-4551721"
R-HSA-9824446,"Viral Infection Pathways",4,1148,10,3905,0.07148194271481943,0.999295098876274,0.999295098876274,66,752,0.048347691912048345,9606,Homo sapiens,"RPL41;PCBP2;HLA-B;HLA-A","P04439;P01889;P62945;Q15366",CD74;VIM;VIM;CTSD;FN1;PLD3;GAPDH;HLA-A;HMOX1;FN1,P04578;Q14457;Q14974;P52292;P06241;Q99873;P49841;P19838;P40337;P59594;Q9BYF1;P0DTC3;P0DTC2;Q9UHD2;P0DTC8,"R-HSA-9831702;R-HSA-182279;R-HSA-182286;R-HSA-983426;R-HSA-9694364;R-HSA-9694467;R-HSA-9694337;R-HSA-9683719;R-HSA-9694341;R-HSA-9729283;R-HSA-171291;R-HSA-174494;R-HSA-174493;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9705010;R-HSA-9694520;R-HSA-9694392;R-HSA-9699007;R-HSA-9694780;R-HSA-9683772;R-HSA-9683488;R-HSA-9696807;R-HSA-9683755;R-HSA-9837231;R-HSA-9683624;R-HSA-9698988;R-HSA-9687724;R-HSA-192704;R-HSA-9621073;R-HSA-9766608;R-HSA-9705299;R-HSA-9755359;R-HSA-192841;R-HSA-9755354;R-HSA-200908;R-HSA-9755328;R-HSA-9694662;R-HSA-9694661;R-HSA-9683653;R-HSA-9685189;R-HSA-9686731;R-HSA-9685195;R-HSA-9694794;R-HSA-9770063;R-HSA-9694793;R-HSA-9694287;R-HSA-9683663;R-HSA-9727305;R-HSA-9770187;R-HSA-9754827;R-HSA-9694579;R-HSA-182243;R-HSA-9733495;R-HSA-180709;R-HSA-9683455;R-HSA-9694718;R-HSA-9705082;R-HSA-9705959;R-HSA-168310;R-HSA-9706977;R-HSA-182263;R-HSA-9694438;R-HSA-9694447;R-HSA-168317"
R-HSA-2990846,"SUMOylation",0,193,5,2458,0.012017434620174346,0.9993098187937156,0.9993098187937156,7,141,0.009065192233509066,9606,Homo sapiens,"","",ACTG1;VIM;FN1;FTH1;GAPDH,Q9Y6K9;Q12888;P40337;P61956;P12004;Q9UER7,"R-HSA-4615910;R-HSA-2993784;R-HSA-2997723;R-HSA-4085992;R-HSA-2990842;R-HSA-4755411;R-HSA-4551721"
R-HSA-3700989,"Transcriptional Regulation by TP53",0,486,5,2346,0.030261519302615194,0.9995488382823237,0.9995488382823237,10,258,0.016587373023016588,9606,Homo sapiens,"","",ACTG1;VIM;HLA-DRB5;FTH1;GAPDH,O14757;P10599;Q9UER7;P40692;Q99873;Q92574;Q92696,"R-HSA-3215152;R-HSA-6801089;R-HSA-6799246;R-HSA-3222072;R-HSA-165179;R-HSA-6801101;R-HSA-3341343;R-HSA-3215295;R-HSA-73646;R-HSA-6806392"
R-HSA-556833,"Metabolism of lipids",2,1509,6,2356,0.0939601494396015,0.9997549360043744,0.9997549360043744,13,1003,0.06448501993056449,9606,Homo sapiens,"PLD3","Q96BZ4;Q8IV08",CD74;ACTG1;VIM;CTSD;CD74;HMOX1,Q15800;P15090;Q14974;Q08426;Q8NBJ7;P37268;Q9H5J4;Q16880,"R-HSA-1655835;R-HSA-6809263;R-HSA-6785933;R-HSA-194669;R-HSA-1483142;R-HSA-9947207;R-HSA-2065550;R-HSA-1655850;R-HSA-194641;R-HSA-9947203;R-HSA-6809264;R-HSA-1614336;R-HSA-163549"
R-HSA-8953854,"Metabolism of RNA",2,856,7,3352,0.053300124533001245,0.9998018006300683,0.9998018006300683,32,227,0.014594316574514595,9606,Homo sapiens,"RPL41;PCBP2","P62945;Q15366",VIM;VIM;IL32;IL32;PCBP2;FTH1;APOE,P26651;P31749;P31946;Q05655;Q13895;P11940;Q2TBE0;P52756;P84103;P04792;P63104,"R-HSA-9770132;R-HSA-9770129;R-HSA-450499;R-HSA-429955;R-HSA-9770131;R-HSA-9770141;R-HSA-9770847;R-HSA-9770142;R-HSA-927813;R-HSA-6791223;R-HSA-9770119;R-HSA-927836;R-HSA-6791218;R-HSA-927832;R-HSA-927830;R-HSA-75096;R-HSA-450394;R-HSA-927889;R-HSA-450406;R-HSA-482788;R-HSA-927789;R-HSA-450533;R-HSA-450400;R-HSA-72103;R-HSA-9770236;R-HSA-9772351;R-HSA-429992;R-HSA-450551;R-HSA-9770145;R-HSA-450620;R-HSA-9794542;R-HSA-450490"
R-HSA-8953897,"Cellular responses to stimuli",4,1167,10,4300,0.07266500622665006,0.9998084215452837,0.9998084215452837,63,613,0.03941108396553941,9606,Homo sapiens,"RPL41;FN1;HMOX1","ENSG00000100292;P62945;P09601;P02751",APOE;CCL5;VIM;IL32;IL32;CD74;APOE;GAPDH;HMOX1;FN1,P02795;P31749;P06241;Q9Y6X1;P49841;P18848;Q9Y5M8;Q05655;P10599;P13500;P11021;Q9NUX5,"R-HSA-9865238;R-HSA-9865748;R-HSA-9860500;R-HSA-9761815;R-HSA-9865501;R-HSA-9653893;R-HSA-3371435;R-HSA-1791107;R-HSA-9865228;R-HSA-9708558;R-HSA-9654792;R-HSA-9865226;R-HSA-9857673;R-HSA-1791167;R-HSA-9865520;R-HSA-9635892;R-HSA-3341343;R-HSA-73646;R-HSA-9906597;R-HSA-8932284;R-HSA-1791150;R-HSA-9759137;R-HSA-9762094;R-HSA-9655086;R-HSA-9708457;R-HSA-9635927;R-HSA-5662608;R-HSA-9865182;R-HSA-9796061;R-HSA-9841244;R-HSA-3225851;R-HSA-9709918;R-HSA-1791056;R-HSA-381128;R-HSA-9635804;R-HSA-1791060;R-HSA-5662598;R-HSA-189398;R-HSA-3785711;R-HSA-1791180;R-HSA-9796045;R-HSA-9635915;R-HSA-9633742;R-HSA-5662986;R-HSA-9759176;R-HSA-3697882;R-HSA-9633008;R-HSA-517731;R-HSA-9841265;R-HSA-9707645;R-HSA-9857661;R-HSA-1791095;R-HSA-9708536;R-HSA-9796070;R-HSA-9635936;R-HSA-9654752;R-HSA-1250272;R-HSA-9865184;R-HSA-9860833;R-HSA-9861484;R-HSA-9653742;R-HSA-9634669;R-HSA-9633005"
R-HSA-597592,"Post-translational protein modification",5,1680,8,4779,0.10460772104607721,0.9998868722340268,0.9998868722340268,18,606,0.03896103896103896,9606,Homo sapiens,"HLA-B;FN1;APOE;HLA-A;ACTG1","P60709;P02649;P04439;Q9MY60;P02751",ACTG1;VIM;CTSD;FN1;CD74;FTH1;HLA-A;GAPDH,Q9Y6K9;Q12888;O15155;P40337;P61956;Q8NBJ7;P12004;Q9UER7;P07225;Q92696,"R-HSA-8943080;R-HSA-4615910;R-HSA-8943083;R-HSA-8952289;R-HSA-159752;R-HSA-4551721;R-HSA-5694425;R-HSA-6809015;R-HSA-159729;R-HSA-2993784;R-HSA-2997723;R-HSA-4085992;R-HSA-2990842;R-HSA-1614336;R-HSA-8870461;R-HSA-4755411;R-HSA-5689544;R-HSA-159773"
R-HSA-2262752,"Cellular responses to stress",3,1040,8,3959,0.0647571606475716,0.9998917500180601,0.9998917500180601,46,521,0.033496206763533494,9606,Homo sapiens,"RPL41;HMOX1","ENSG00000100292;P62945;P09601",APOE;CCL5;VIM;IL32;IL32;CD74;GAPDH;HMOX1,P18848;P31749;Q9Y5M8;Q05655;P10599;Q9Y6X1;P13500;P49841;P11021;Q9NUX5,"R-HSA-9761815;R-HSA-9635927;R-HSA-9796061;R-HSA-9841244;R-HSA-3225851;R-HSA-9709918;R-HSA-1791056;R-HSA-381128;R-HSA-9635804;R-HSA-1791060;R-HSA-189398;R-HSA-9653893;R-HSA-3785711;R-HSA-1791180;R-HSA-3371435;R-HSA-9796045;R-HSA-9635915;R-HSA-1791107;R-HSA-9708558;R-HSA-9654792;R-HSA-9633742;R-HSA-9759176;R-HSA-3697882;R-HSA-9633008;R-HSA-1791167;R-HSA-517731;R-HSA-9841265;R-HSA-9635892;R-HSA-9707645;R-HSA-1791095;R-HSA-9708536;R-HSA-3341343;R-HSA-73646;R-HSA-9796070;R-HSA-9635936;R-HSA-9654752;R-HSA-1250272;R-HSA-8932284;R-HSA-1791150;R-HSA-9759137;R-HSA-9762094;R-HSA-9653742;R-HSA-9655086;R-HSA-9708457;R-HSA-9634669;R-HSA-9633005"
R-HSA-1640170,"Cell Cycle",0,724,7,2820,0.04508094645080946,0.9999051404325291,0.9999051404325291,14,467,0.030024431014530024,9606,Homo sapiens,"","",CD74;ACTG1;HLA-DRB5;FTH1;GAPDH;CRIP1;HMOX1,O14757;Q14974;O75344;P04183;P12004;Q9UER7;P40692;P49841;Q9NUX5,"R-HSA-912429;R-HSA-75010;R-HSA-69604;R-HSA-181450;R-HSA-6799246;R-HSA-8961665;R-HSA-9624798;R-HSA-75820;R-HSA-912505;R-HSA-75028;R-HSA-176116;R-HSA-176700;R-HSA-9007926;R-HSA-8962039"
R-HSA-392499,"Metabolism of proteins",8,2417,10,6109,0.15049813200498133,0.9999116912777829,0.9999116912777829,57,909,0.05844155844155844,9606,Homo sapiens,"RPL41;HLA-B;FN1;HLA-A;APOE;CTSD;ACTG1","P07339;P60709;P04439;P02649;O96009;P62945;Q9MY60;P02751",ACTG1;VIM;CTSD;PCBP2;FN1;CD74;FTH1;HLA-A;GAPDH;APOE,P60709;Q12888;O15155;P61956;Q8NBJ7;Q9UER7;P07225;Q92696;P05067;Q9Y6K9;P17612;P40337;P11940;P10599;P02649;O00471;P12004;P37840,"R-HSA-5660757;R-HSA-1799326;R-HSA-159752;R-HSA-156808;R-HSA-5694425;R-HSA-2022412;R-HSA-1614336;R-HSA-156826;R-HSA-5692495;R-HSA-4755411;R-HSA-2022403;R-HSA-5689544;R-HSA-159773;R-HSA-4615910;R-HSA-9010091;R-HSA-5676917;R-HSA-390453;R-HSA-5661157;R-HSA-9010096;R-HSA-1799330;R-HSA-8870461;R-HSA-1799329;R-HSA-1799335;R-HSA-390459;R-HSA-1799332;R-HSA-5661161;R-HSA-8871494;R-HSA-6809015;R-HSA-976734;R-HSA-2993784;R-HSA-5684864;R-HSA-4085992;R-HSA-5658496;R-HSA-2990842;R-HSA-389970;R-HSA-5685902;R-HSA-389980;R-HSA-5676940;R-HSA-265177;R-HSA-72671;R-HSA-8943080;R-HSA-72673;R-HSA-72672;R-HSA-8943083;R-HSA-141671;R-HSA-9838321;R-HSA-8952289;R-HSA-156907;R-HSA-141673;R-HSA-4551721;R-HSA-156915;R-HSA-156912;R-HSA-159729;R-HSA-2997723;R-HSA-156923;R-HSA-141691;R-HSA-9010034"
R-HSA-1430728,"Metabolism",7,3763,12,3999,0.23430884184308842,0.999936225180827,0.999936225180827,43,2371,0.15243667223865243,9606,Homo sapiens,"RPL41;UCP2;HMOX1;APOE;GAPDH;PLD3","P55851;P02649;P04406;P62945;Q96BZ4;P09601;Q8IV08",CCL5;CD74;ACTG1;VIM;CTSD;ARPC1B;FTH1;CD74;APOE;GAPDH;HMOX1;HLA-B,Q15800;P27144;Q9BYZ2;P15090;P31749;P02753;Q14974;Q08426;P21796;Q8NBJ7;P54819;Q9H5J4;Q16880;P01130;P42357;P31040;P10599;P02649;O00401;P37268,"R-HSA-110145;R-HSA-110144;R-HSA-1655835;R-HSA-2404135;R-HSA-166214;R-HSA-9854672;R-HSA-111751;R-HSA-2404131;R-HSA-6809263;R-HSA-2404140;R-HSA-2423785;R-HSA-166220;R-HSA-1483142;R-HSA-9947207;R-HSA-2065550;R-HSA-70482;R-HSA-194641;R-HSA-189398;R-HSA-9947203;R-HSA-6809264;R-HSA-1614336;R-HSA-6788798;R-HSA-202137;R-HSA-2424254;R-HSA-2395768;R-HSA-163549;R-HSA-9012374;R-HSA-9854961;R-HSA-6785933;R-HSA-2395784;R-HSA-203565;R-HSA-2429643;R-HSA-73646;R-HSA-194669;R-HSA-70449;R-HSA-166387;R-HSA-70899;R-HSA-1855214;R-HSA-1655850;R-HSA-2408529;R-HSA-6807826;R-HSA-111804;R-HSA-5333615"
