Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-9022692,"Regulation of MECP2 expression and activity",0,39,4,931,0.0024283935242839353,0.9313435042081695,0.9313435042081695,1,14,9.000900090009E-4,9606,Homo sapiens,"","",ACTG1;VIM;GAPDH;TAGLN2,P42858,"R-HSA-9023592"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",6,634,9,3183,0.03947696139476961,0.9326340054652239,0.9326340054652239,17,759,0.048797736916548796,9606,Homo sapiens,"FN1;APOE;CTSD;ACTG1","ENSG00000130203;P07339;P63261;P60709;P02649;P02751",CCL5;SH3BGRL3;VIM;FN1;FTH1;GAPDH;HLA-A;APOE;FN1,P49023;P14136;P48061;P31749;P00533;Q16288;P06241;P02649;Q6NXG1;P04792,"R-HSA-6803527;R-HSA-9612243;R-HSA-9612246;R-HSA-5218824;R-HSA-9034016;R-HSA-74730;R-HSA-5218916;R-HSA-9603548;R-HSA-9674531;R-HSA-177942;R-HSA-8874079;R-HSA-9851407;R-HSA-5218838;R-HSA-1253321;R-HSA-202137;R-HSA-9603534;R-HSA-8954199"
R-HSA-9635486,"Infection with Mycobacterium tuberculosis",0,135,3,857,0.008405977584059776,0.9336334523161317,0.9336334523161317,3,73,0.004693326475504693,9606,Homo sapiens,"","",GAPDH;HLA-A;HLA-B,P00558;P35228;P61769,"R-HSA-9637635;R-HSA-9636658;R-HSA-9636261"
R-HSA-9759476,"Regulation of Homotypic Cell-Cell Adhesion",2,215,2,1425,0.013387297633872976,0.9337281752330849,0.9337281752330849,5,125,0.008036517937508036,9606,Homo sapiens,"ACTG1","P63261;P60709",RPL41;GAPDH,P63244;P35222,"R-HSA-9934294;R-HSA-9934486;R-HSA-9934751;R-HSA-9934410;R-HSA-9762282"
R-HSA-1474165,"Reproduction",0,146,3,870,0.00909090909090909,0.9341940808964149,0.9341940808964149,3,44,0.002828854314002829,9606,Homo sapiens,"","",CD74;ACTG1;GAPDH,P40692;O75344;P61073,"R-HSA-912429;R-HSA-912505;R-HSA-9828028"
R-HSA-446203,"Asparagine N-linked glycosylation",0,443,1,586,0.027584059775840598,0.9343799183525272,0.9343799183525272,2,147,0.009450945094509451,9606,Homo sapiens,"","",CD74,O15155,"R-HSA-6809015;R-HSA-5694425"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",0,64,1,949,0.00398505603985056,0.9358481245781811,0.9358481245781811,1,51,0.003278899318503279,9606,Homo sapiens,"","",HLA-A,Q13573,"R-HSA-5252001"
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",0,53,8,989,0.0033001245330012453,0.9395499582817108,0.9395499582817108,3,8,5.143371480005143E-4,9606,Homo sapiens,"","",ACTG1;VIM;CTSD;PCBP2;PLD3;ARPC1B;GAPDH;TAGLN2,P13569,"R-HSA-9700266;R-HSA-8866857;R-HSA-5679000"
R-HSA-381753,"Olfactory Signaling Pathway",0,887,1,132,0.05523038605230386,0.9405684133188138,0.9405684133188138,1,13,8.357978655008358E-4,9606,Homo sapiens,"","",CD74,Q5QGT7,"R-HSA-9752977"
R-HSA-1428517,"Aerobic respiration and respiratory electron transport",1,361,2,770,0.02247820672478207,0.9419001015627199,0.9419001015627199,7,117,0.0075221807895075226,9606,Homo sapiens,"UCP2","P55851",APOE;HLA-B,P21796;Q9BYZ2;P31040,"R-HSA-166387;R-HSA-166214;R-HSA-6807826;R-HSA-9854672;R-HSA-9854961;R-HSA-166220;R-HSA-9012374"
R-HSA-1632852,"Macroautophagy",1,158,1,925,0.009838107098381071,0.9427174342291017,0.9427174342291017,3,96,0.006172045776006172,9606,Homo sapiens,"VIM","P08670",GAPDH,Q9UHD2,"R-HSA-9646679;R-HSA-9824888;R-HSA-9646685"
R-HSA-71291,"Metabolism of amino acids and derivatives",1,635,1,430,0.03953922789539228,0.9443182679280238,0.9443182679280238,3,283,0.018194676610518195,9606,Homo sapiens,"RPL41","P62945",FTH1,P42357,"R-HSA-70899;R-HSA-2408529;R-HSA-5333615"
R-HSA-68886,"M Phase",0,403,1,721,0.025093399750933998,0.9443182679280238,0.9443182679280238,1,96,0.006172045776006172,9606,Homo sapiens,"","",CD74,Q14974,"R-HSA-9624798"
R-HSA-5357905,"Regulation of TNFR1 signaling",0,54,2,1021,0.0033623910336239102,0.9446331053543792,0.9446331053543792,2,41,0.002635977883502636,9606,Homo sapiens,"","",ACTG1;RPL41,P63244;Q12933,"R-HSA-5626962;R-HSA-5634221"
R-HSA-5619084,"ABC transporter disorders",0,86,8,992,0.005354919053549191,0.9454125473309902,0.9454125473309902,3,23,0.0014787193005014788,9606,Homo sapiens,"","",ACTG1;VIM;CTSD;PCBP2;PLD3;ARPC1B;GAPDH;TAGLN2,P13569,"R-HSA-9700266;R-HSA-8866857;R-HSA-5679000"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",0,166,4,963,0.01033623910336239,0.9460283096570266,0.9460283096570266,5,113,0.007265012215507265,9606,Homo sapiens,"","",ACTG1;PLD3;APOE;GAPDH,Q9BQ95;Q9Y6K9;P19838;Q9UHD2,"R-HSA-9823910;R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-418990,"Adherens junctions interactions",2,238,2,1504,0.01481942714819427,0.9466792318716917,0.9466792318716917,7,141,0.009065192233509066,9606,Homo sapiens,"ACTG1","P63261;P60709",RPL41;GAPDH,P63244;P35222,"R-HSA-9934294;R-HSA-9934486;R-HSA-5692437;R-HSA-9934751;R-HSA-433725;R-HSA-9934410;R-HSA-9762282"
R-HSA-166520,"Signaling by NTRKs",0,166,1,939,0.01033623910336239,0.9467883977462316,0.9467883977462316,3,164,0.010543911534010544,9606,Homo sapiens,"","",HLA-A,Q16288,"R-HSA-9034016;R-HSA-9603534;R-HSA-9603548"
R-HSA-72312,"rRNA processing",1,252,1,930,0.01569115815691158,0.9475379389950868,0.9475379389950868,2,22,0.0014144271570014145,9606,Homo sapiens,"RPL41","P62945",VIM,Q13895,"R-HSA-6791223;R-HSA-6791218"
R-HSA-9675108,"Nervous system development",4,603,7,2299,0.037546699875467,0.9485340949127868,0.9485340949127868,19,322,0.020702070207020702,9606,Homo sapiens,"RPL41;ARPC1B;ACTG1","P63261;P60709;O15143;P62945",ACTG1;SH3BGRL3;FTH1;PCBP2;ARPC1B;GAPDH;FN1,P23528;P00533;P11940;P06241;O00560;O00401;P49841,"R-HSA-8855237;R-HSA-3928600;R-HSA-443779;R-HSA-445089;R-HSA-3928595;R-HSA-399950;R-HSA-399951;R-HSA-392751;R-HSA-445069;R-HSA-373736;R-HSA-373739;R-HSA-4093329;R-HSA-373738;R-HSA-9014652;R-HSA-3928654;R-HSA-9014610;R-HSA-3928608;R-HSA-418874;R-HSA-391867"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",1,80,1,1032,0.0049813200498132005,0.9509934157396263,0.9509934157396263,2,19,0.0012215507265012214,9606,Homo sapiens,"FTH1","P02794",GAPDH,P05067,"R-HSA-5229132;R-HSA-434362"
R-HSA-9833482,"PKR-mediated signaling",0,88,3,1062,0.005479452054794521,0.9553812162505202,0.9553812162505202,2,40,0.0025716857400025716,9606,Homo sapiens,"","",ACTG1;APOE;GAPDH,P37840;P10636-8,"R-HSA-9836404;R-HSA-9836435"
R-HSA-421270,"Cell-cell junction organization",2,271,2,1553,0.016874221668742216,0.9556565873078737,0.9556565873078737,7,146,0.009386652951009386,9606,Homo sapiens,"ACTG1","P63261;P60709",RPL41;GAPDH,P63244;P35222,"R-HSA-9934294;R-HSA-9934486;R-HSA-5692437;R-HSA-9934751;R-HSA-433725;R-HSA-9934410;R-HSA-9762282"
R-HSA-5688426,"Deubiquitination",1,275,0,964,0.017123287671232876,0.95638523185444,0.95638523185444,1,77,0.0049504950495049506,9606,Homo sapiens,"ACTG1","",,,"R-HSA-5689544"
R-HSA-162909,"Host Interactions of HIV factors",1,138,3,1038,0.008592777085927771,0.9576090016136991,0.9576090016136991,6,54,0.003471775749003472,9606,Homo sapiens,"HLA-A","P04439",CD74;GAPDH;FN1,P06241;Q14974,"R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-180709;R-HSA-182286;R-HSA-200908"
R-HSA-199991,"Membrane Trafficking",3,669,2,1878,0.04165628891656289,0.9577418436741157,0.9577418436741157,21,219,0.01407997942651408,9606,Homo sapiens,"FTH1;ACTG1","P63261;P60709;P02794",CD74;GAPDH,O15155;P05067,"R-HSA-8868230;R-HSA-5229132;R-HSA-2316352;R-HSA-8868236;R-HSA-8868651;R-HSA-5694425;R-HSA-190829;R-HSA-8868648;R-HSA-6809015;R-HSA-8868661;R-HSA-196017;R-HSA-8868660;R-HSA-8868659;R-HSA-190519;R-HSA-8868658;R-HSA-196026;R-HSA-8869438;R-HSA-434362;R-HSA-8871194;R-HSA-2316349;R-HSA-8871193"
R-HSA-382556,"ABC-family proteins mediated transport",0,111,8,1070,0.006911581569115816,0.9585636087389788,0.9585636087389788,4,27,0.001735887874501736,9606,Homo sapiens,"","",ACTG1;VIM;CTSD;PCBP2;PLD3;ARPC1B;GAPDH;TAGLN2,P13569,"R-HSA-8866551;R-HSA-383190;R-HSA-8866851;R-HSA-5678863"
R-HSA-75893,"TNF signaling",0,64,3,1123,0.00398505603985056,0.959727133292486,0.959727133292486,7,58,0.003728944323003729,9606,Homo sapiens,"","",ACTG1;RPL41;FTH1,P63244;Q12933;O95429,"R-HSA-5357776;R-HSA-5626982;R-HSA-5626962;R-HSA-5634221;R-HSA-83656;R-HSA-3371353;R-HSA-83660"
R-HSA-1257604,"PIP3 activates AKT signaling",0,315,1,905,0.019613947696139476,0.9600698717611533,0.9600698717611533,1,88,0.005657708628005658,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-6811504"
R-HSA-5693532,"DNA Double-Strand Break Repair",0,171,3,1065,0.010647571606475717,0.9602967661191054,0.9602967661191054,10,116,0.007457888646007458,9606,Homo sapiens,"","",VIM;FN1;HLA-DRB5,Q8N6T7;P52292;Q12888;O14757,"R-HSA-5684006;R-HSA-5684887;R-HSA-5684071;R-HSA-5684882;R-HSA-5685953;R-HSA-5685230;R-HSA-5693566;R-HSA-5693599;R-HSA-5685242;R-HSA-5684008"
R-HSA-4839726,"Chromatin organization",1,269,1,1027,0.016749688667496886,0.9605223903338999,0.9605223903338999,11,105,0.0067506750675067504,9606,Homo sapiens,"ACTG1","P60709",VIM,Q99873;Q12824,"R-HSA-9934023;R-HSA-9933238;R-HSA-9934021;R-HSA-9933237;R-HSA-9933236;R-HSA-5205867;R-HSA-3321975;R-HSA-9932449;R-HSA-9932447;R-HSA-9934026;R-HSA-9934024"
R-HSA-425407,"SLC-mediated transmembrane transport",0,424,2,793,0.026400996264009963,0.9631333212037639,0.9631333212037639,2,200,0.012858428700012858,9606,Homo sapiens,"","",HLA-A;HLA-B,Q9ULF5;Q6ZMH5,"R-HSA-442405;R-HSA-442345"
R-HSA-72163,"mRNA Splicing - Major Pathway",1,213,2,1137,0.013262764632627646,0.9660620476428469,0.9660620476428469,11,11,7.072135785007072E-4,9606,Homo sapiens,"PCBP2","Q15366",VIM;APOE,Q2TBE0;P52756,"R-HSA-9770132;R-HSA-9770119;R-HSA-9770129;R-HSA-9770145;R-HSA-9770131;R-HSA-9770141;R-HSA-9770236;R-HSA-9770847;R-HSA-9772351;R-HSA-9770142;R-HSA-9794542"
R-HSA-388396,"GPCR downstream signalling",2,795,4,1133,0.04950186799501868,0.9663755356653743,0.9663755356653743,10,175,0.011251125112511251,9606,Homo sapiens,"CCL5;FN1","P13501;P02751",SH3BGRL3;FN1;APOE;GAPDH,P52292;P08254;P17612;P00533,"R-HSA-9624017;R-HSA-2179413;R-HSA-9619127;R-HSA-749454;R-HSA-2179387;R-HSA-112282;R-HSA-180073;R-HSA-749456;R-HSA-2179402;R-HSA-380073"
R-HSA-447115,"Interleukin-12 family signaling",0,96,3,1156,0.005977584059775841,0.9675785063020195,0.9675785063020195,3,114,0.007329304359007329,9606,Homo sapiens,"","",ACTG1;GAPDH;APOE,P00441;Q53EL6;P23528,"R-HSA-8950721;R-HSA-8950771;R-HSA-8950581"
R-HSA-168898,"Toll-like Receptor Cascades",0,210,4,1117,0.013075965130759652,0.9685821483677904,0.9685821483677904,6,217,0.01395139513951395,9606,Homo sapiens,"","",ACTG1;PLD3;APOE;GAPDH,Q9BQ95;Q9Y6K9;P19838;Q9UHD2,"R-HSA-9828196;R-HSA-9823910;R-HSA-5609665;R-HSA-451634;R-HSA-9757954;R-HSA-166869"
R-HSA-9694516,"SARS-CoV-2 Infection",2,369,6,1677,0.022976338729763388,0.9689124793543537,0.9689124793543537,34,210,0.013501350135013501,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",VIM;FN1;PLD3;HLA-A;GAPDH;HMOX1,P40337;Q9BYF1;P0DTC3;P52292;P0DTC2;Q99873;P49841;Q9UHD2;P0DTC8,"R-HSA-9766608;R-HSA-9705299;R-HSA-9755359;R-HSA-983426;R-HSA-9755354;R-HSA-9694364;R-HSA-9694467;R-HSA-9694337;R-HSA-9755328;R-HSA-9694662;R-HSA-9694661;R-HSA-9694341;R-HSA-9729283;R-HSA-9694794;R-HSA-9770063;R-HSA-9694793;R-HSA-9694287;R-HSA-9727305;R-HSA-9770187;R-HSA-9754827;R-HSA-9694579;R-HSA-9733495;R-HSA-9705010;R-HSA-9694520;R-HSA-9694392;R-HSA-9699007;R-HSA-9694718;R-HSA-9705082;R-HSA-9694780;R-HSA-9696807;R-HSA-9694438;R-HSA-9694447;R-HSA-9698988;R-HSA-9687724"
R-HSA-9917777,"Epigenetic regulation by WDR5-containing histone modifying complexes",0,172,3,1144,0.010709838107098382,0.9697288670635694,0.9697288670635694,4,68,0.004371865758004372,9606,Homo sapiens,"","",VIM;IL32;HMOX1,Q9NYP7;P49715;P15090,"R-HSA-9856486;R-HSA-9854142;R-HSA-9842815;R-HSA-9843900"
R-HSA-9612973,"Autophagy",1,174,2,1149,0.010834371108343711,0.9705828101791887,0.9705828101791887,17,117,0.0075221807895075226,9606,Homo sapiens,"VIM","P08670",VIM;GAPDH,P14136;Q9UHD2,"R-HSA-9626034;R-HSA-9646679;R-HSA-9626039;R-HSA-9622840;R-HSA-9631065;R-HSA-9624158;R-HSA-9626046;R-HSA-9824888;R-HSA-9646685;R-HSA-9631068;R-HSA-9625188;R-HSA-9620197;R-HSA-9615721;R-HSA-9622831;R-HSA-9625196;R-HSA-9626060;R-HSA-9625197"
R-HSA-9692914,"SARS-CoV-1-host interactions",1,118,2,1204,0.0073474470734744704,0.9708343338726084,0.9708343338726084,4,48,0.003086022888003086,9606,Homo sapiens,"PCBP2","Q15366",CD74;FN1,P52292;Q14974,"R-HSA-9705959;R-HSA-9706977;R-HSA-9685189;R-HSA-9685195"
R-HSA-9856651,"MITF-M-dependent gene expression",1,168,1,1144,0.01046077210460772,0.9709177033976887,0.9709177033976887,5,113,0.007265012215507265,9606,Homo sapiens,"ACTG1","P60709",FN1,P49023,"R-HSA-9824981;R-HSA-9825847;R-HSA-9824593;R-HSA-9824579;R-HSA-9926526"
R-HSA-1852241,"Organelle biogenesis and maintenance",0,340,1,1036,0.021170610211706103,0.9710008381593526,0.9710008381593526,1,86,0.005529124341005529,9606,Homo sapiens,"","",HMOX1,Q3SXY8,"R-HSA-5624953"
R-HSA-381038,"XBP1(S) activates chaperone genes",0,95,2,1185,0.005915317559153176,0.9710837388086904,0.9710837388086904,2,47,0.0030217307445030215,9606,Homo sapiens,"","",CD74;HMOX1,Q9Y6X1;Q9Y5M8,"R-HSA-1791167;R-HSA-1791060"
R-HSA-381070,"IRE1alpha activates chaperones",0,101,2,1190,0.006288916562889165,0.9717385935059895,0.9717385935059895,2,53,0.0034074836055034076,9606,Homo sapiens,"","",CD74;HMOX1,Q9Y6X1;Q9Y5M8,"R-HSA-1791167;R-HSA-1791060"
R-HSA-5619115,"Disorders of transmembrane transporters",0,268,8,1065,0.016687422166874223,0.9722995924112521,0.9722995924112521,3,88,0.005657708628005658,9606,Homo sapiens,"","",ACTG1;VIM;CTSD;PCBP2;PLD3;ARPC1B;GAPDH;TAGLN2,P13569,"R-HSA-9700266;R-HSA-8866857;R-HSA-5679000"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",0,80,6,1235,0.0049813200498132005,0.9731590735698821,0.9731590735698821,9,26,0.0016715957310016716,9606,Homo sapiens,"","",VIM;VIM;IL32;IL32;PCBP2;FTH1,P26651;P31749;P31946;Q05655;P11940;P04792;P63104,"R-HSA-450406;R-HSA-450551;R-HSA-482788;R-HSA-450533;R-HSA-450499;R-HSA-450400;R-HSA-450620;R-HSA-450490;R-HSA-450394"
R-HSA-8957322,"Metabolism of steroids",0,344,3,986,0.021419676214196763,0.9733888824436563,0.9733888824436563,7,259,0.01665166516651665,9606,Homo sapiens,"","",CD74;CD74;HMOX1,Q15800;P37268;Q14974;Q9H5J4,"R-HSA-9947207;R-HSA-2065550;R-HSA-1655835;R-HSA-1655850;R-HSA-194641;R-HSA-9947203;R-HSA-194669"
R-HSA-446728,"Cell junction organization",2,298,5,1757,0.01855541718555417,0.973583872523431,0.973583872523431,12,162,0.010415327247010416,9606,Homo sapiens,"ACTG1","P63261;P60709",ACTG1;RPL41;FN1;GAPDH;HLA-A,P63244;P05556;P49023;P35222;Q13418;P50552,"R-HSA-9934294;R-HSA-9934486;R-HSA-446391;R-HSA-5692437;R-HSA-446322;R-HSA-432897;R-HSA-9934751;R-HSA-446364;R-HSA-433725;R-HSA-430347;R-HSA-9934410;R-HSA-9762282"
R-HSA-8878171,"Transcriptional regulation by RUNX1",0,246,2,1123,0.015317559153175592,0.9745091697940624,0.9745091697940624,4,132,0.008486562942008486,9606,Homo sapiens,"","",VIM;FN1,P51451;P17931;Q99873,"R-HSA-8938987;R-HSA-8938382;R-HSA-8935732;R-HSA-8934742"
R-HSA-72172,"mRNA Splicing",1,224,2,1244,0.013947696139476962,0.9747999819344598,0.9747999819344598,11,16,0.0010286742960010286,9606,Homo sapiens,"PCBP2","Q15366",VIM;APOE,Q2TBE0;P52756,"R-HSA-9770132;R-HSA-9770119;R-HSA-9770129;R-HSA-9770145;R-HSA-9770131;R-HSA-9770141;R-HSA-9770236;R-HSA-9770847;R-HSA-9772351;R-HSA-9770142;R-HSA-9794542"
R-HSA-5633007,"Regulation of TP53 Activity",0,178,2,1210,0.011083437110834371,0.97599990105127,0.97599990105127,3,97,0.0062363379195062366,9606,Homo sapiens,"","",HLA-DRB5;FTH1,O14757;Q9UER7,"R-HSA-6799246;R-HSA-3222072;R-HSA-3215295"
R-HSA-9006925,"Intracellular signaling by second messengers",0,362,2,1065,0.02254047322540473,0.9769456624543251,0.9769456624543251,3,116,0.007457888646007458,9606,Homo sapiens,"","",VIM;FN1,P31749;P52292,"R-HSA-9619127;R-HSA-6811504;R-HSA-112282"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",3,536,3,2257,0.033374844333748446,0.9769720750537402,0.9769720750537402,56,516,0.033174746046033175,9606,Homo sapiens,"FN1;ACTG1","P63261;P60709;P02751",SH3BGRL3;VIM;GAPDH,P31749;P49841;P00533,"R-HSA-9656211;R-HSA-6802919;R-HSA-6802918;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-6802914;R-HSA-6802912;R-HSA-6802926;R-HSA-6802925;R-HSA-4839746;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802943;R-HSA-6802942;R-HSA-2400001;R-HSA-4791278;R-HSA-2219536;R-HSA-1248677;R-HSA-9700131;R-HSA-6802911;R-HSA-6802910;R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-2243942;R-HSA-6803234;R-HSA-2399969;R-HSA-6803233;R-HSA-9700179;R-HSA-9712083;R-HSA-2399981;R-HSA-9700190;R-HSA-2399982;R-HSA-2399977;R-HSA-2399988;R-HSA-2399985;R-HSA-9724099;R-HSA-9850958;R-HSA-2399996;R-HSA-2399997;R-HSA-9712078;R-HSA-9712079;R-HSA-2399999;R-HSA-2399992;R-HSA-2399941;R-HSA-1247999;R-HSA-9700193;R-HSA-6803230;R-HSA-2399966;R-HSA-6803227;R-HSA-4839734"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",0,108,1,1284,0.0067247820672478205,0.977469513024152,0.977469513024152,1,100,0.006429214350006429,9606,Homo sapiens,"","",HLA-A,Q13573,"R-HSA-5252001"
R-HSA-373076,"Class A/1 (Rhodopsin-like receptors)",1,415,5,1002,0.025840597758405977,0.9779182515318119,0.9779182515318119,11,187,0.012022630834512023,9606,Homo sapiens,"CCL5","P13501",CD74;CCL5;CD74;HMOX1;HLA-DQA1,P78556;Q99616;P48061;O15467;O15444;Q9P296;P13501;O43612;P25025,"R-HSA-373813;R-HSA-373061;R-HSA-374214;R-HSA-443986;R-HSA-373073;R-HSA-964811;R-HSA-373074;R-HSA-389487;R-HSA-8862733;R-HSA-373087;R-HSA-389481"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",1,119,0,1333,0.007409713574097135,0.9809323141715937,0.9809323141715937,11,63,0.004050405040504051,9606,Homo sapiens,"FN1","",,,"R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9700193;R-HSA-9700179;R-HSA-9712083;R-HSA-9724099;R-HSA-9850958;R-HSA-9700190;R-HSA-9712078;R-HSA-9712079"
R-HSA-9700206,"Signaling by ALK in cancer",1,119,0,1333,0.007409713574097135,0.9809323141715937,0.9809323141715937,12,71,0.0045647421885045645,9606,Homo sapiens,"FN1","",,,"R-HSA-9712084;R-HSA-9700181;R-HSA-9712085;R-HSA-9700193;R-HSA-9700179;R-HSA-9712083;R-HSA-9700131;R-HSA-9724099;R-HSA-9850958;R-HSA-9700190;R-HSA-9712078;R-HSA-9712079"
R-HSA-8986944,"Transcriptional Regulation by MECP2",0,100,4,1371,0.0062266500622665,0.9828120515761146,0.9828120515761146,1,77,0.0049504950495049506,9606,Homo sapiens,"","",ACTG1;VIM;GAPDH;TAGLN2,P42858,"R-HSA-9023592"
R-HSA-109581,"Apoptosis",1,180,5,1362,0.0112079701120797,0.9833009755678288,0.9833009755678288,6,142,0.009129484377009129,9606,Homo sapiens,"VIM","P08670",VIM;IL32;APOE;IL32;GAPDH,P08670;P10636;P35222;Q05655,"R-HSA-350319;R-HSA-202969;R-HSA-350318;R-HSA-212552;R-HSA-201629;R-HSA-201628"
R-HSA-162906,"HIV Infection",1,247,4,1301,0.015379825653798257,0.9836822280762335,0.9836822280762335,9,160,0.010286742960010286,9606,Homo sapiens,"HLA-A","P04439",CD74;CTSD;GAPDH;FN1,P06241;P04578;Q14974,"R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-180709;R-HSA-171291;R-HSA-182286;R-HSA-174494;R-HSA-200908;R-HSA-174493"
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",0,232,4,1279,0.014445828144458281,0.9839625281211227,0.9839625281211227,5,110,0.007072135785007072,9606,Homo sapiens,"","",ACTG1;VIM;FN1;GAPDH,P52292;P07196;P10636-8,"R-HSA-9619542;R-HSA-9619127;R-HSA-9619515;R-HSA-112282;R-HSA-9610879"
R-HSA-1500931,"Cell-Cell communication",2,336,8,1945,0.02092154420921544,0.9842444169674696,0.9842444169674696,15,185,0.011894046547511894,9606,Homo sapiens,"ACTG1","P63261;P60709",ACTG1;RPL41;FN1;ARPC1B;GAPDH;HLA-A;ACTG1;FN1,P63244;P05556;P49023;P06241;O00401;P35222;Q13418;P50552;P46940,"R-HSA-9934294;R-HSA-9934486;R-HSA-5692437;R-HSA-432897;R-HSA-9934751;R-HSA-430347;R-HSA-446391;R-HSA-532603;R-HSA-446322;R-HSA-8981534;R-HSA-451377;R-HSA-446364;R-HSA-433725;R-HSA-9934410;R-HSA-9762282"
R-HSA-1169410,"Antiviral mechanism by IFN-stimulated genes",0,172,3,1384,0.010709838107098382,0.9849503028544497,0.9849503028544497,2,71,0.0045647421885045645,9606,Homo sapiens,"","",ACTG1;APOE;GAPDH,P37840;P10636-8,"R-HSA-9836404;R-HSA-9836435"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",0,30,1,1495,0.0018679950186799503,0.9853792403493408,0.9853792403493408,2,22,0.0014144271570014145,9606,Homo sapiens,"","",GAPDH,P05067,"R-HSA-8870710;R-HSA-8863009"
R-HSA-8863678,"Neurodegenerative Diseases",0,30,1,1495,0.0018679950186799503,0.9853792403493408,0.9853792403493408,2,22,0.0014144271570014145,9606,Homo sapiens,"","",GAPDH,P05067,"R-HSA-8870710;R-HSA-8863009"
R-HSA-9734009,"Defective Intrinsic Pathway for Apoptosis",0,33,1,1495,0.002054794520547945,0.9854635712871456,0.9854635712871456,2,24,0.001543011444001543,9606,Homo sapiens,"","",GAPDH,P05067,"R-HSA-8870710;R-HSA-8863009"
R-HSA-382551,"Transport of small molecules",4,1004,12,2538,0.06251556662515567,0.986015503652496,0.986015503652496,25,465,0.029895846727529894,9606,Homo sapiens,"FTH1;HMOX1;APOE","ENST00000273550;P02649;P09601;P02794",ACTG1;VIM;CTSD;PCBP2;FN1;PLD3;ARPC1B;APOE;GAPDH;HLA-A;HLA-B;TAGLN2,P02655;P08519;P13569;Q9ULF5;P02649;Q6ZMH5;Q8WTV0-2;P01130,"R-HSA-349637;R-HSA-174657;R-HSA-349638;R-HSA-174660;R-HSA-171087;R-HSA-5690886;R-HSA-174739;R-HSA-383190;R-HSA-189398;R-HSA-1562626;R-HSA-5678863;R-HSA-174808;R-HSA-174690;R-HSA-171106;R-HSA-174624;R-HSA-442405;R-HSA-8866851;R-HSA-174757;R-HSA-176879;R-HSA-442345;R-HSA-8866551;R-HSA-174706;R-HSA-171122;R-HSA-6784734;R-HSA-266303"
R-HSA-9006936,"Signaling by TGFB family members",0,178,1,1410,0.011083437110834371,0.9863206216444651,0.9863206216444651,1,148,0.009515237238009516,9606,Homo sapiens,"","",HLA-A,Q13573,"R-HSA-5252001"
R-HSA-9679506,"SARS-CoV Infections",3,576,8,2465,0.03586550435865504,0.9865904527438314,0.9865904527438314,50,401,0.02578114954352578,9606,Homo sapiens,"PCBP2;HLA-B;HLA-A","P04439;P01889;Q15366",CD74;VIM;VIM;FN1;PLD3;HLA-A;GAPDH;HMOX1,P40337;Q14974;P59594;Q9BYF1;P0DTC3;P52292;P0DTC2;Q99873;P49841;Q9UHD2;P0DTC8,"R-HSA-983426;R-HSA-9694364;R-HSA-9694467;R-HSA-9694337;R-HSA-9683719;R-HSA-9694341;R-HSA-9729283;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9705010;R-HSA-9694520;R-HSA-9694392;R-HSA-9699007;R-HSA-9694780;R-HSA-9683772;R-HSA-9683488;R-HSA-9696807;R-HSA-9683755;R-HSA-9683624;R-HSA-9698988;R-HSA-9687724;R-HSA-9766608;R-HSA-9705299;R-HSA-9755359;R-HSA-9755354;R-HSA-9755328;R-HSA-9694662;R-HSA-9694661;R-HSA-9683653;R-HSA-9685189;R-HSA-9686731;R-HSA-9685195;R-HSA-9694794;R-HSA-9770063;R-HSA-9694793;R-HSA-9694287;R-HSA-9683663;R-HSA-9727305;R-HSA-9770187;R-HSA-9754827;R-HSA-9694579;R-HSA-9733495;R-HSA-9683455;R-HSA-9694718;R-HSA-9705082;R-HSA-9705959;R-HSA-9706977;R-HSA-9694438;R-HSA-9694447"
